	time	V(na)	V(nt)	I(Rgnd)	I(Rrad)	power
371	1970-01-01 00:00:00.000000371	0.1022640528258589	0.26776711810254394	0.014203340650406505	3.787163133791568e-07	1.9025207117393373e-10
372	1970-01-01 00:00:00.000000372	0.10256285315546772	0.2682689789855072	0.014244840700592886	3.656519353915151e-07	1.9033867444237098e-10
373	1970-01-01 00:00:00.000000373	0.10285938289154255	0.2688328291319467	0.014286025394659145	3.741707937636539e-07	1.9027885727492353e-10
374	1970-01-01 00:00:00.000000374	0.10315732492459016	0.26936201081639344	0.014327406248196721	3.764504054834754e-07	1.904264039057874e-10
375	1970-01-01 00:00:00.000000375	0.10345464939052362	0.2699032293433384	0.014368701298250214	3.807624656434039e-07	1.9036245208948768e-10
376	1970-01-01 00:00:00.000000376	0.10375232825773939	0.2704448787420643	0.014410045584135089	3.865792814382715e-07	1.903676637685576e-10
377	1970-01-01 00:00:00.000000377	0.10404977214119498	0.2709949931565665	0.014451357241978302	3.960310623335715e-07	1.9074829911319405e-10
378	1970-01-01 00:00:00.000000378	0.10434586620496793	0.2715631059055766	0.014492481409442343	4.379890444082974e-07	1.9294404634093322e-10
379	1970-01-01 00:00:00.000000379	0.10464317631552966	0.27210745682693255	0.014533774473952678	4.5713230558133413e-07	1.933820258254445e-10
380	1970-01-01 00:00:00.000000380	0.10494182063095629	0.2726425627735787	0.014575252858034833	4.5967651959579363e-07	1.9325157891420254e-10
381	1970-01-01 00:00:00.000000381	0.10524031430118465	0.2731816496898894	0.014616710298953171	4.6192593595313884e-07	1.9307187145416058e-10
382	1970-01-01 00:00:00.000000382	0.10553884736531656	0.2737163785063573	0.01465817321044698	4.632756868233058e-07	1.9287956412944254e-10
383	1970-01-01 00:00:00.000000383	0.10583748212520863	0.2742531866839022	0.014699650248715515	4.652033967307e-07	1.9272239465397743e-10
384	1970-01-01 00:00:00.000000384	0.10613623778634686	0.27478798608542204	0.01474114410051959	4.677342287735695e-07	1.9252786184960037e-10
385	1970-01-01 00:00:00.000000385	0.10643512923995692	0.275320587494697	0.014782656803511407	4.7001360851417946e-07	1.9232241882723035e-10
386	1970-01-01 00:00:00.000000386	0.10673419946553692	0.27585126286459183	0.014824194330454621	4.710115962799413e-07	1.919896501234517e-10
387	1970-01-01 00:00:00.000000387	0.10703339371867474	0.2763787872713663	0.014865749118336262	4.698186685712426e-07	1.916540693257725e-10
388	1970-01-01 00:00:00.000000388	0.10733335042418332	0.2769061716138469	0.014907409801722737	4.290334222093288e-07	1.9006218066064316e-10
389	1970-01-01 00:00:00.000000389	0.10763548424264062	0.27743752116127357	0.01494937275972867	4.093913676659959e-07	1.9011074818275519e-10
390	1970-01-01 00:00:00.000000390	0.1079358044001297	0.27796162452658885	0.014991083921854734	3.328246915596628e-07	1.8736972415193435e-10
391	1970-01-01 00:00:00.000000391	0.10823601855653413	0.27849236263113586	0.015032780342895999	3.3796721749773347e-07	1.8763289328879e-10
392	1970-01-01 00:00:00.000000392	0.10853535585952657	0.27902291193247963	0.015074354999676628	3.345449448357263e-07	1.8715478128407712e-10
393	1970-01-01 00:00:00.000000393	0.10883510090744687	0.2795485343667248	0.01511598626655041	3.336520222114577e-07	1.8669721473895595e-10
394	1970-01-01 00:00:00.000000394	0.10913507281171386	0.28007384305940786	0.015157649012449204	3.311812966587112e-07	1.8641348802504434e-10
395	1970-01-01 00:00:00.000000395	0.10943536831373812	0.2806042042647769	0.015199356712836206	3.246233912868417e-07	1.8642503227659066e-10
396	1970-01-01 00:00:00.000000396	0.1097359176542495	0.2811330985942225	0.015241099651933347	3.179816934922473e-07	1.8640737217016885e-10
397	1970-01-01 00:00:00.000000397	0.11003640120164503	0.2816659174174271	0.015282833456496595	3.119540246979822e-07	1.8627872294887677e-10
398	1970-01-01 00:00:00.000000398	0.11033704642215376	0.28219255131882937	0.015324589745860607	3.0946290467526633e-07	1.8608207946761736e-10
399	1970-01-01 00:00:00.000000399	0.11063758876710574	0.28271141629330515	0.01536633176329199	3.1183924981892765e-07	1.8579346042129195e-10
400	1970-01-01 00:00:00.000000400	0.11093825905511812	0.2832310452947955	0.015408091511747008	3.1232557659240763e-07	1.8547549216917296e-10
401	1970-01-01 00:00:00.000000401	0.11123906008567226	0.28374752827504635	0.015449869454318777	3.1445714974106516e-07	1.851705221809985e-10
402	1970-01-01 00:00:00.000000402	0.11153998199233717	0.2842654569795658	0.015491664183588761	3.1556779773627075e-07	1.8485286299614947e-10
403	1970-01-01 00:00:00.000000403	0.1118410555725629	0.28478226622022385	0.015533480026786568	3.146812913964093e-07	1.8441405418436304e-10
404	1970-01-01 00:00:00.000000404	0.11214215051756538	0.285281935130745	0.015575298780456732	3.192868421823741e-07	1.840137479835684e-10
405	1970-01-01 00:00:00.000000405	0.1124432228114264	0.2857832396010943	0.015617114301119735	3.2230448057004705e-07	1.835214012486844e-10
406	1970-01-01 00:00:00.000000406	0.11274460205248776	0.28629583199148506	0.015658972576412276	3.2300422131282963e-07	1.83076792386766e-10
407	1970-01-01 00:00:00.000000407	0.11304592747842093	0.2867862813626555	0.015700823322226453	3.2875515250063467e-07	1.8265092164088614e-10
408	1970-01-01 00:00:00.000000408	0.11334755935023771	0.2872882599809826	0.015742716634548338	3.304347323740095e-07	1.8213357502067072e-10
409	1970-01-01 00:00:00.000000409	0.11364937872158551	0.28779675093079216	0.015784635969733427	3.2892579051478506e-07	1.8165912236233728e-10
410	1970-01-01 00:00:00.000000410	0.11395127625928854	0.28830131935810277	0.01582656619383399	3.2860060710830036e-07	1.8113400871120977e-10
411	1970-01-01 00:00:00.000000411	0.11425327821541377	0.2888080912255212	0.015868510940619078	3.274804725078964e-07	1.8064782818315428e-10
412	1970-01-01 00:00:00.000000412	0.11455538362672724	0.28931212735503814	0.015910470021452457	3.2729643473089786e-07	1.8011467898574952e-10
413	1970-01-01 00:00:00.000000413	0.11485756553017173	0.2898199703576493	0.015952439723018748	3.258257692169529e-07	1.7960768921018136e-10
414	1970-01-01 00:00:00.000000414	0.11515971974127348	0.29032528630826854	0.015994405521072678	3.252561417298794e-07	1.7904529744006728e-10
415	1970-01-01 00:00:00.000000415	0.11546208234979721	0.29082572125318323	0.016036400326028863	3.2211265691828845e-07	1.783533509339786e-10
416	1970-01-01 00:00:00.000000416	0.11576469031842733	0.29133945349516394	0.01607842919325462	3.150325435278232e-07	1.7769701081313484e-10
417	1970-01-01 00:00:00.000000417	0.11606745756634669	0.29185508540686367	0.016120480226488487	3.0648836116130247e-07	1.7708960355489823e-10
418	1970-01-01 00:00:00.000000418	0.11637019385887956	0.2923540368059907	0.016162526947612485	3.0421965025065797e-07	1.766455707139888e-10
419	1970-01-01 00:00:00.000000419	0.1166726555614672	0.29285725696670006	0.016204535484163746	3.283459804519279e-07	1.775503069565849e-10
420	1970-01-01 00:00:00.000000420	0.11697525283248922	0.2933607404551991	0.01624656288813856	3.3762135881010446e-07	1.7722156465010395e-10
421	1970-01-01 00:00:00.000000421	0.11727827701892449	0.2938529387015177	0.016288649599650238	3.4076508578477297e-07	1.767245506984231e-10
422	1970-01-01 00:00:00.000000422	0.1175813797242498	0.29434325432029446	0.01633074716950527	3.4306446407449e-07	1.7614896002791732e-10
423	1970-01-01 00:00:00.000000423	0.11788477361336158	0.29483281986787985	0.016372885188520505	3.389425189206033e-07	1.7521616757615325e-10
424	1970-01-01 00:00:00.000000424	0.1181882581802901	0.2953181802122891	0.01641503583670547	3.3558868964701486e-07	1.7457233701605966e-10
425	1970-01-01 00:00:00.000000425	0.11849198003171543	0.2957982680296011	0.016457219476073502	3.330335176331582e-07	1.7401222061233512e-10
426	1970-01-01 00:00:00.000000426	0.11879576783972667	0.29628201293368533	0.016499412195061347	3.302169901164777e-07	1.7344500570805785e-10
427	1970-01-01 00:00:00.000000427	0.11909995737735439	0.29680834396934247	0.016541660706240108	3.130027330406181e-07	1.717165286063265e-10
428	1970-01-01 00:00:00.000000428	0.11940367590121614	0.29729147978289944	0.016583843839071882	3.2792952514292556e-07	1.7202869596074017e-10
429	1970-01-01 00:00:00.000000429	0.11970627114249843	0.29773009550533586	0.016625871071249215	3.8226734825337414e-07	1.7435904484153964e-10
430	1970-01-01 00:00:00.000000430	0.1200103881840757	0.2982148811712193	0.016668109525351273	3.9090324248918307e-07	1.7453033917328848e-10
431	1970-01-01 00:00:00.000000431	0.12031524363998357	0.29871682608791833	0.0167104505381917	3.8191096001643334e-07	1.7483494730759156e-10
432	1970-01-01 00:00:00.000000432	0.12062017161257735	0.2992171104842783	0.016752801593004168	3.6950879603832555e-07	1.743915561031052e-10
433	1970-01-01 00:00:00.000000433	0.1209250318541647	0.2997201704797048	0.01679514335067966	3.555184323629962e-07	1.73789049266316e-10
434	1970-01-01 00:00:00.000000434	0.12122968912433388	0.3002152281808722	0.016837456864692714	3.4021999230258884e-07	1.7331325240968116e-10
435	1970-01-01 00:00:00.000000435	0.1215341380228017	0.3007074793745276	0.01687974148526077	3.2515280157224743e-07	1.726039754448842e-10
436	1970-01-01 00:00:00.000000436	0.12183953853892292	0.301161189908286	0.016922158217765222	3.2301576899129827e-07	1.724125933977093e-10
437	1970-01-01 00:00:00.000000437	0.12214548652059486	0.30170578015347055	0.016964650957922437	2.8764975330286967e-07	1.71891240716287e-10
438	1970-01-01 00:00:00.000000438	0.12245192884310115	0.30222886994094866	0.017007212358562448	2.582811991528462e-07	1.7140651715365713e-10
439	1970-01-01 00:00:00.000000439	0.12275716852956103	0.3027323593979955	0.017049606773661508	2.4268581933202234e-07	1.7087104886655008e-10
440	1970-01-01 00:00:00.000000440	0.12306243485218163	0.3032203838049368	0.017092004872144236	2.3437373981114738e-07	1.704568474521639e-10
441	1970-01-01 00:00:00.000000441	0.12336772831965005	0.3036964187498019	0.017134406704916474	2.2848024276425652e-07	1.7015057859398644e-10
442	1970-01-01 00:00:00.000000442	0.12367209511215907	0.3041455058469284	0.017176679915243437	2.3522803328518e-07	1.7027477231050312e-10
443	1970-01-01 00:00:00.000000443	0.12397786070166501	0.30462289901308454	0.0172191473811722	2.3033727370884724e-07	1.69983463934871e-10
444	1970-01-01 00:00:00.000000444	0.124284169161858	0.3050919603532375	0.017261690186820545	2.2229549443811332e-07	1.6960473662002551e-10
445	1970-01-01 00:00:00.000000445	0.12459053894206228	0.30558262719818785	0.017304241559150075	2.098091827688457e-07	1.690581371628097e-10
446	1970-01-01 00:00:00.000000446	0.12489634059020578	0.30603976104960917	0.01734671402488435	2.1119799219018024e-07	1.689203328105157e-10
447	1970-01-01 00:00:00.000000447	0.12520150335075514	0.30645844460191746	0.01738909774200789	2.3007033278808476e-07	1.6961447256191498e-10
448	1970-01-01 00:00:00.000000448	0.12550690782532808	0.3068649752408042	0.017431515062706057	2.555321528956052e-07	1.7043694082083324e-10
449	1970-01-01 00:00:00.000000449	0.12581261993234452	0.30729333452055685	0.01747397508261775	2.690128916009433e-07	1.7170364608830113e-10
450	1970-01-01 00:00:00.000000450	0.1261234992681975	0.3078902467670591	0.017517152718077147	1.580765622285471e-07	1.699061533472607e-10
451	1970-01-01 00:00:00.000000451	0.12643616252640472	0.30854888354944593	0.017560578201228427	5.1058459693208545e-08	1.6794101661366695e-10
452	1970-01-01 00:00:00.000000452	0.12674054556818182	0.3090216279935065	0.01760285358409091	5.23672381812013e-08	1.680511436818212e-10
453	1970-01-01 00:00:00.000000453	0.12704678982742962	0.3094826612657325	0.017645387441611524	5.332033099682107e-08	1.68168136997851e-10
454	1970-01-01 00:00:00.000000454	0.12735355267064238	0.3099405825176638	0.017687993386594932	5.3950320856290924e-08	1.6830882587346966e-10
455	1970-01-01 00:00:00.000000455	0.1276605171038145	0.3103973501878116	0.017730627338255294	5.462275215983421e-08	1.684569210198914e-10
456	1970-01-01 00:00:00.000000456	0.1279673865702546	0.31085393434274805	0.017773248114788573	5.7057921417710055e-08	1.6860467988626996e-10
457	1970-01-01 00:00:00.000000457	0.1282743123031242	0.31130107112380584	0.017815876678931062	7.06573043083527e-08	1.6827189881113752e-10
458	1970-01-01 00:00:00.000000458	0.1285812040963171	0.31179220699340426	0.017858500556379588	7.440331868539148e-08	1.6414868952843307e-10
459	1970-01-01 00:00:00.000000459	0.12888755482793396	0.3122400507594857	0.017901049276755326	8.978572355912013e-08	1.6387482073792683e-10
460	1970-01-01 00:00:00.000000460	0.12919550783524603	0.31269497526803963	0.017943820508725044	8.260686198284231e-08	1.638370658044909e-10
461	1970-01-01 00:00:00.000000461	0.12936259934010946	0.3286855358279906	0.017967027662548866	5.741134777199812e-07	3.831280830528537e-09
462	1970-01-01 00:00:00.000000462	0.1076433150283699	0.563996988324899	0.014950460437560702	-1.023838305373235e-07	8.782842638370704e-09
463	1970-01-01 00:00:00.000000463	0.10645043200647061	0.506679124495927	0.014784782221965453	1.3792459280559246e-07	1.0438825090852316e-08
464	1970-01-01 00:00:00.000000464	0.1072565399512648	0.5051462040090509	0.014896741603040149	1.023755062737874e-07	1.0590745956426702e-08
465	1970-01-01 00:00:00.000000465	0.10767169965737515	0.5051590585656214	0.014954402759001163	9.914906672520323e-08	1.062044448572429e-08
466	1970-01-01 00:00:00.000000466	0.10800782179040316	0.505465769385384	0.01500108633089346	1.2214077975124898e-07	1.0621623125398071e-08
467	1970-01-01 00:00:00.000000467	0.1083282909154275	0.5058444901545075	0.015045596015915427	7.028133448890566e-08	1.061821499014432e-08
468	1970-01-01 00:00:00.000000468	0.10864576577083816	0.5062344598096122	0.015089689667401904	4.152388808277223e-08	1.0617723261149782e-08
469	1970-01-01 00:00:00.000000469	0.10896239316110305	0.5066133000754717	0.015133665708563133	6.776436201329466e-08	1.0607350883788163e-08
470	1970-01-01 00:00:00.000000470	0.10927933079779518	0.5069884585842762	0.015177684827966349	8.137413143347839e-08	1.0602407199959834e-08
471	1970-01-01 00:00:00.000000471	0.10959632976674016	0.507386517018684	0.015221712486364166	7.030749656920044e-08	1.0598881793615696e-08
472	1970-01-01 00:00:00.000000472	0.10991368962614652	0.5077568651224893	0.015265790198537096	7.030440066620224e-08	1.0595671511419156e-08
473	1970-01-01 00:00:00.000000473	0.11023116371337395	0.5081377442355671	0.01530988378416014	1.013277629956484e-07	1.0587237285399402e-08
474	1970-01-01 00:00:00.000000474	0.11054861663476596	0.5085126916884171	0.015353974594861085	9.911355959807435e-08	1.0578240171690044e-08
475	1970-01-01 00:00:00.000000475	0.11086614898503654	0.5089115640644937	0.015398076277694005	1.3986611502319918e-07	1.0575144044934865e-08
476	1970-01-01 00:00:00.000000476	0.11118422667362804	0.50926967637777	0.015442253705186215	1.58800096505047e-07	1.0561609589094742e-08
477	1970-01-01 00:00:00.000000477	0.11150233523610628	0.5096431530107901	0.015486435504118807	1.353346297795568e-07	1.056055289364664e-08
478	1970-01-01 00:00:00.000000478	0.11182071300289854	0.5100215082376812	0.015530654558840581	7.996550029971013e-08	1.0566705724573695e-08
479	1970-01-01 00:00:00.000000479	0.11213898533248305	0.5103938761667344	0.015574859118789494	1.0003746023699926e-07	1.0564755659686427e-08
480	1970-01-01 00:00:00.000000480	0.11245742931384489	0.5107537982657618	0.015619087427063397	7.397742478755876e-08	1.055767050153287e-08
481	1970-01-01 00:00:00.000000481	0.11277608429656252	0.5111296857979247	0.01566334505246073	9.874080522462467e-08	1.0546702782262516e-08
482	1970-01-01 00:00:00.000000482	0.11309504898243172	0.5114969908331883	0.015707645655476315	9.12849100594944e-08	1.054817993182409e-08
483	1970-01-01 00:00:00.000000483	0.11341405383634677	0.5118593648180343	0.015751951979021787	8.32147656044854e-08	1.0545434096991459e-08
484	1970-01-01 00:00:00.000000484	0.11373318111851637	0.5122153810199942	0.01579627510170965	7.412626270472326e-08	1.0540231734716696e-08
485	1970-01-01 00:00:00.000000485	0.11405248203048038	0.512573363800197	0.015840622559541058	8.568983994900619e-08	1.0531695220207495e-08
486	1970-01-01 00:00:00.000000486	0.11437164088250623	0.5129533400949678	0.0158849501569286	9.107982569453934e-08	1.0519581338209876e-08
487	1970-01-01 00:00:00.000000487	0.1146914645634162	0.5133167916912915	0.015929370057940786	9.771232128802362e-08	1.0522946800367767e-08
488	1970-01-01 00:00:00.000000488	0.11501116020851433	0.5136717418997974	0.015973772256588473	1.1794850355748627e-07	1.0519432533569352e-08
489	1970-01-01 00:00:00.000000489	0.11533101020975779	0.5140411435855835	0.016018195867423802	9.947510199849345e-08	1.0518978667587382e-08
490	1970-01-01 00:00:00.000000490	0.11565112362478286	0.514382340984366	0.016062656039374637	8.849556743532136e-08	1.0516636869067135e-08
491	1970-01-01 00:00:00.000000491	0.115971167438629	0.5147426410433071	0.016107106596804078	1.376673828195924e-07	1.0498253017762055e-08
492	1970-01-01 00:00:00.000000492	0.11629150673578131	0.5150971889667555	0.01615159812521719	1.1678687323479673e-07	1.0501011791428481e-08
493	1970-01-01 00:00:00.000000493	0.11661198541739029	0.5154515072826212	0.016196109099803173	6.965252790135463e-08	1.0504786952963525e-08
494	1970-01-01 00:00:00.000000494	0.11693262006253258	0.5158098451276707	0.016240641629320828	6.717213383336229e-08	1.0497064325686537e-08
495	1970-01-01 00:00:00.000000495	0.11725315992127808	0.5161584879949062	0.01628516110442232	7.456848418634522e-08	1.0491112170156181e-08
496	1970-01-01 00:00:00.000000496	0.11757393180030082	0.5165165514462571	0.016329712797061205	7.738730896916578e-08	1.0491075993494764e-08
497	1970-01-01 00:00:00.000000497	0.11789493407381697	0.5168581788557214	0.016374296413860928	1.1108201809394886e-07	1.048969679954711e-08
498	1970-01-01 00:00:00.000000498	0.11821613833825147	0.5172040643985419	0.01641890809060927	6.667987018688885e-08	1.0483815459615427e-08
499	1970-01-01 00:00:00.000000499	0.11853724002776492	0.5175528780657103	0.016463505536788523	9.487973704268857e-08	1.0487739063655579e-08
500	1970-01-01 00:00:00.000000500	0.11885845644125644	0.5179135818881241	0.01650811896106901	1.0719905873459824e-07	1.0486504804450489e-08
501	1970-01-01 00:00:00.000000501	0.1191801121505065	0.5182358469985529	0.016552793342981185	1.1644281283554269e-07	1.0476344911189456e-08
